"","SEXO","EDAD","NACIO","RAMA","T_UNIV","DISCA","LUG_RES_PAIS","PAIS_NAC_PADRE","ESTUDIOS_PADRE","PAIS_NAC_MADRE","ESTUDIOS_MADRE","BECA","EXTRANJERO","MOTIVO","VOLVERIA","MISMA_CARRERA","OTRO_GRADO","MASTER","DOCTORADO","EST_ARTIST","CICLO_SUP","CICLO_MED","OTROS_EST","NUM_EST","IDIOMAS","TECH","MV_ESP","MV_FUE","SIT_LABORAL","SIT_PROFESIONAL","TR_SUELDO","FORMAC_TR","RAMA_TR","USO_ESTUD_TR","F_TEOR_TR","F_PRAC_TR","F_IDIOM_TR","F_TECH_TR","F_PERSON_TR","F_GEST_TR","OTRO_TRAB","EST_CIVIL","HOGAR","EMPLEADO_PRODUCTIVO"
"2107","H","3_>=35","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","Si","No","L","Si","No","No","No","No","No","Si","No","Si","0","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","5","3","3","3","4","No","2_C","4_PcH","Si"
"2108","H","3_>=35","E","CCSS","PuP","No","E","E","7_PS","E","8_U","Si","No","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","4","5","1","5","5","5","No","2_C","4_PcH","Si"
"2109","M","3_>=35","E","CCSS","PuP","No","E","E","5_B","E","4_S","Si","No","L","Si","Si","No","Si","Si","No","No","No","Si","0","1","2_M","No","No","E","TT","3_1000-1499","2","Si","Si","5","4","3","2","3","3","No","2_C","3_PsH","Si"
"2110","M","3_>=35","E","CCSS","PuP","No","E","E","8_U","E","4_S","No","No","P","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","1","3","4","5","5","No","2_C","4_PcH","Si"
"2111","M","3_>=35","E","CCSS","PuP","No","E","E","6_PM","E","3_PC","No","No","L","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","6_2500-2999","2","Si","Si","5","5","5","4","5","5","No","2_C","4_PcH","Si"
"2112","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","6_PM","Si","No","L","No","No","Si","No","No","No","No","No","Si","1","0","2_M","No","No","E","TT","1_<700","7","No","No","1","1","1","1","5","1","Si","1_S","5_Otr","No"
"2113","M","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","3_PC","No","No","P","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","Si","No","E","TP","2_700-999","3","Si","Si","5","4","2","4","4","4","No","1_S","4_PcH","Si"
"2114","M","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","L","No","No","Si","Si","No","No","No","No","Si","1","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","2_ScH","No"
"2115","H","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","6_PM","Si","No","L","Si","No","No","Si","No","No","No","No","Si","0","2","2_M","Si","No","E","TP","3_1000-1499","3","Si","Si","1","2","1","2","3","3","No","1_S","5_Otr","Si"
"2116","H","1_<30","E","CCSS","PuP","No","O","E","4_S","E","8_U","No","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","4_1500-1999","5","No","No","3","5","5","3","5","5","No","1_S","5_Otr","No"
"2117","H","2_30-34","E","CCSS","PuP","No","E","E","2_PI","E","3_PC","No","No","L","Si","No","Si","No","No","No","No","Si","Si","3","2","3_A","No","No","E","TT","2_700-999","3","No","No","1","1","1","1","1","1","No","1_S","4_PcH","No"
"2118","M","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","5_B","No","No","L","Si","Si","Si","No","No","No","Si","No","Si","1","2","1_B","No","No","E","TP","3_1000-1499","3","Si","No","5","2","2","2","5","5","No","2_C","4_PcH","No"
"2119","H","3_>=35","E","CCSS","PuP","No","E","E","7_PS","E","6_PM","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","2","2","2","5","5","5","No","2_C","4_PcH","Si"
"2120","M","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","P","Si","No","No","No","No","No","No","No","No","0","2","1_B","No","No","E","TP","4_1500-1999","4","No","No","5","5","2","5","4","4","No","2_C","4_PcH","No"
"2121","H","1_<30","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"2122","M","2_30-34","E","CCSS","PuP","No","E","E","4_S","E","4_S","No","No","L","Si","No","No","No","No","No","Si","No","Si","0","1","2_M","No","No","E","TP","7_>3000","4","No","Si","3","3","3","3","3","3","No","1_S","4_PcH","No"
"2123","M","3_>=35","E","CCSS","PrV","No","E","E","6_PM","E","4_S","No","No","P","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","2_C","4_PcH","No"
"2124","M","3_>=35","E","CCSS","PuP","No","E","E","2_PI","E","3_PC","Si","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","2_ScH","No"
"2125","M","3_>=35","E","CCSS","PuP","No","E","E","4_S","E","8_U","No","No","L","No","No","No","Si","No","No","No","No","Si","0","1","2_M","Si","No","E","TT","1_<700","5","No","No","4","4","1","3","4","4","No","1_S","4_PcH","No"
"2126","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","5_B","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","4","3","2","3","4","3","No","1_S","5_Otr","Si"
"2127","M","2_30-34","E","CCSS","PuP","No","E","E","2_PI","E","3_PC","Si","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TP","2_700-999","4","No","Si","5","5","4","4","5","4","No","1_S","1_UNI","No"
"2128","H","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","6_PM","Si","No","L","Si","No","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","3_1000-1499","6","No","No","2","2","2","2","2","2","No","1_S","4_PcH","No"
"2129","H","1_<30","E","CCSS","PuP","No","E","E","5_B","E","8_U","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"2130","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","4_S","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","2_ScH","No"
"2131","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","5_B","Si","No","L","No","No","No","No","No","No","No","No","No","0","1","1_B","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"2132","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","8_U","Si","Si","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","3","5","1","4","5","3","No","1_S","3_PsH","Si"
"2133","M","1_<30","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","4","1","1","1","2","No","1_S","3_PsH","Si"
"2134","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","8_U","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","2_700-999","3","Si","Si","4","5","3","3","4","4","Si","1_S","3_PsH","Si"
"2135","M","2_30-34","E","CCSS","PuP","No","E","E","2_PI","E","4_S","Si","No","L","No","No","No","No","No","No","No","No","No","0","1","2_M","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","5_Otr","No"
"2136","H","3_>=35","E","CCSS","PrP","No","E","E","2_PI","E","3_PC","No","No","P","Si","Si","Si","No","No","No","Si","Si","Si","1","1","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","4","4","2","4","4","4","Si","2_C","4_PcH","Si"
"2137","H","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","L","Si","Si","No","No","No","No","Si","No","Si","0","0","2_M","Si","No","E","TP","5_2000-2499","5","No","No","5","5","2","1","4","3","No","2_C","4_PcH","No"
"2138","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","4_S","Si","No","L","Si","Si","No","No","No","No","Si","No","Si","0","1","2_M","No","No","E","TP","1_<700","5","Si","Si","4","5","1","4","5","4","No","1_S","4_PcH","Si"
"2139","H","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","8_U","No","No","L","Si","No","No","No","No","No","No","No","No","0","1","1_B","No","No","E","TT","3_1000-1499","3","No","Si","2","5","2","4","5","5","No","1_S","4_PcH","No"
"2140","H","2_30-34","E","CCSS","PuP","No","E","E","4_S","E","4_S","Si","No","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","Si","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"2141","H","3_>=35","E","CCSS","PuP","No","E","E","8_U","E","3_PC","No","No","O","Si","Si","Si","Si","No","No","No","No","Si","2","1","2_M","No","No","E","TP","7_>3000","3","No","No","5","5","1","4","5","5","No","5_D","2_ScH","No"
"2142","H","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","P","Si","No","Si","Si","No","No","No","No","Si","1","0","1_B","No","No","E","TP","4_1500-1999","4","Si","Si","1","3","1","3","4","4","No","2_C","4_PcH","Si"
"2143","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","4_S","No","No","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TT","3_1000-1499","5","No","No","3","5","1","5","5","2","No","1_S","5_Otr","No"
"2144","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","5_B","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","3_PsH","No"
"2145","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","P","3_1000-1499","3","Si","Si","5","4","2","4","4","5","No","1_S","5_Otr","Si"
"2146","M","1_<30","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","Si","No","L","Si","No","No","Si","No","No","No","No","Si","0","0","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","4","4","1","3","5","5","Si","1_S","3_PsH","Si"
"2147","M","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","6_PM","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","3","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","5","5","5","4","4","No","1_S","5_Otr","Si"
"2148","M","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","4_S","No","No","L","Si","Si","No","No","No","No","Si","Si","Si","0","0","2_M","No","No","E","TP","2_700-999","3","No","No","2","5","2","5","5","5","Si","1_S","4_PcH","No"
"2149","H","3_>=35","E","CCSS","PuP","No","E","E","4_S","E","3_PC","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","3_A","No","No","E","TP","4_1500-1999","3","No","No","5","5","1","5","4","5","No","1_S","1_UNI","No"
"2150","M","3_>=35","E","CCSS","PuP","No","E","E","5_B","E","4_S","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","Si","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","1_UNI","No"
"2151","H","1_<30","E","CCSS","PuP","No","E","E","7_PS","E","6_PM","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","Si","E","TP","3_1000-1499","4","Si","Si","4","3","1","2","5","4","No","1_S","3_PsH","Si"
"2152","M","2_30-34","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","Si","E","TP","3_1000-1499","3","No","No","5","5","4","3","5","4","Si","1_S","2_ScH","No"
"2153","H","3_>=35","E","CCSS","PuP","No","E","E","8_U","E","5_B","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","2","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","5","5","5","5","3","No","1_S","5_Otr","Si"
"2154","H","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","2_PI","Si","No","L","Si","Si","No","Si","Si","No","Si","No","Si","0","3","2_M","No","Si","E","P","4_1500-1999","2","Si","Si","5","5","5","3","2","4","No","1_S","3_PsH","Si"
"2155","M","3_>=35","E","CCSS","PuP","No","E","E","7_PS","E","8_U","No","No","L","Si","Si","No","No","No","No","Si","No","Si","0","2","2_M","No","No","E","TP","3_1000-1499","3","No","No","5","5","2","5","5","5","No","1_S","4_PcH","No"
"2156","H","2_30-34","E","CCSS","PuP","No","E","E","2_PI","E","4_S","Si","No","L","Si","Si","No","No","No","No","Si","Si","Si","0","1","1_B","No","No","E","TP","3_1000-1499","3","Si","Si","2","2","1","2","4","4","Si","1_S","3_PsH","Si"
"2157","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","4_S","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TT","1_<700","4","Si","Si","4","5","3","4","3","4","Si","1_S","4_PcH","Si"
"2158","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","4_S","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","5_2000-2499","2","Si","Si","5","5","2","4","5","5","No","1_S","3_PsH","Si"
"2159","M","1_<30","E","CCSS","PuP","No","E","E","7_PS","E","7_PS","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","1_B","No","No","E","TP","3_1000-1499","3","Si","Si","4","2","2","3","3","5","Si","1_S","5_Otr","Si"
"2160","H","2_30-34","E","CCSS","PuP","No","E","E","4_S","E","4_S","Si","No","P","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","2","5","2","4","5","5","No","2_C","3_PsH","Si"
"2161","H","1_<30","E","CCSS","PuP","No","E","E","4_S","E","4_S","No","No","L","Si","Si","No","No","No","No","No","No","No","0","2","3_A","No","No","E","TP","3_1000-1499","7","No","No","1","1","5","1","1","1","No","1_S","3_PsH","No"
"2162","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","6_PM","No","No","P","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","3","5","4","5","5","No","1_S","4_PcH","Si"
"2163","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","No","L","Si","Si","No","Si","No","No","Si","No","Si","0","3","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","4","2","4","4","5","No","1_S","5_Otr","Si"
"2164","M","3_>=35","E","CCSS","PrV","No","E","E","8_U","E","2_PI","No","No","P","No","No","Si","Si","No","No","No","No","Si","1","2","2_M","No","No","E","TP","3_1000-1499","2","Si","No","4","5","1","3","5","5","No","2_C","4_PcH","No"
"2165","H","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","8_U","Si","Si","L","Si","No","No","No","No","No","No","No","No","0","2","3_A","No","No","E","TP","4_1500-1999","3","Si","Si","4","2","4","4","4","2","Si","1_S","1_UNI","Si"
"2166","H","3_>=35","E","CCSS","PuP","No","E","E","7_PS","E","7_PS","No","No","L","Si","Si","No","No","No","No","Si","No","Si","0","1","3_A","No","No","E","TP","4_1500-1999","4","No","No","5","3","1","2","3","2","Si","1_S","4_PcH","No"
"2167","M","3_>=35","E","CCSS","PuP","No","E","E","2_PI","E","4_S","No","No","L","Si","No","No","No","No","No","No","No","No","0","1","1_B","No","No","E","TP","2_700-999","7","No","No","3","3","3","3","5","3","No","1_S","4_PcH","No"
"2168","M","3_>=35","E","CCSS","PuP","No","E","E","4_S","E","5_B","No","No","P","No","No","No","No","No","No","Si","No","Si","0","3","1_B","No","No","E","TP","3_1000-1499","5","No","Si","1","1","1","1","3","3","No","1_S","5_Otr","No"
"2169","M","3_>=35","E","CCSS","PuP","No","E","E","4_S","E","2_PI","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","No","No","E","TP","4_1500-1999","2","Si","Si","4","4","3","4","5","4","No","2_C","4_PcH","Si"
"2170","M","3_>=35","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","O","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","3","4","2","4","5","5","No","2_C","4_PcH","Si"
"2171","M","2_30-34","E","CCSS","PuP","No","E","E","8_U","E","8_U","Si","No","L","Si","Si","No","Si","No","No","Si","No","Si","0","1","2_M","No","No","E","TP","3_1000-1499","4","No","No","1","4","1","5","5","4","Si","5_D","3_PsH","No"
"2172","M","3_>=35","E","CCSS","PrV","No","E","E","8_U","E","4_S","No","No","P","Si","Si","Si","No","No","No","No","No","Si","1","3","2_M","No","No","E","TP","5_2000-2499","3","No","Si","5","2","3","5","5","5","No","5_D","2_ScH","No"
"2173","H","1_<30","E","CCSS","PuP","No","E","E","7_PS","E","4_S","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","2","3","4","5","4","No","1_S","3_PsH","Si"
"2174","H","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","Si","L","Si","No","Si","Si","No","No","No","No","Si","1","1","1_B","Si","No","E","TP","1_<700","7","No","No","1","1","4","2","1","1","No","1_S","5_Otr","No"
"2175","H","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","6_PM","Si","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","4_1500-1999","4","No","No","1","1","1","1","3","3","No","1_S","1_UNI","No"
"2176","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","3_PC","Si","Si","L","Si","No","No","Si","No","No","No","No","Si","0","2","2_M","Si","No","E","TP","4_1500-1999","3","No","No","2","5","4","3","5","5","No","1_S","3_PsH","No"
"2177","H","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","5_B","No","Si","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","Si","No","E","TP","6_2500-2999","2","No","No","5","5","5","3","3","2","Si","1_S","5_Otr","No"
"2178","M","2_30-34","E","CCSS","PuP","No","E","E","8_U","E","4_S","No","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","2_C","3_PsH","No"
"2179","M","2_30-34","E","CCSS","PuP","Si","E","E","2_PI","E","2_PI","Si","No","L","No","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","3_1000-1499","7","No","No","1","1","1","1","1","1","Si","2_C","3_PsH","No"
"2180","H","3_>=35","E","CCSS","PuP","No","E","E","7_PS","E","6_PM","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","3_1000-1499","4","No","No","4","2","2","5","4","5","No","2_C","4_PcH","No"
"2181","M","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","L","No","No","No","Si","No","No","No","No","Si","0","1","3_A","Si","Si","I","D","0_D","0","D","D","0","0","0","0","0","0","D","2_C","2_ScH","No"
"2182","H","1_<30","E","CCSS","PuP","No","E","E","5_B","E","5_B","No","Si","O","Si","No","No","Si","No","No","No","No","Si","0","3","3_A","No","Si","E","TT","3_1000-1499","2","No","Si","3","4","4","4","5","3","No","1_S","4_PcH","No"
"2183","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","Si","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","P","3_1000-1499","4","No","No","5","4","1","1","3","4","No","2_C","3_PsH","No"
"2184","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","5_B","Si","No","L","No","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TT","1_<700","7","No","No","1","1","1","1","3","1","No","1_S","4_PcH","No"
"2185","M","2_30-34","E","CCSS","PuP","No","E","E","6_PM","E","8_U","No","No","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","Si","Si","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","1_UNI","No"
"2186","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","5_B","No","No","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","Si","E","TP","3_1000-1499","4","No","No","2","5","2","4","5","5","Si","1_S","5_Otr","No"
"2187","H","3_>=35","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","No","No","L","No","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","5","4","1","3","1","5","No","1_S","1_UNI","Si"
"2188","M","1_<30","O","CCSS","PuP","No","E","O","4_S","O","4_S","No","No","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","1_<700","6","No","No","2","2","4","2","4","2","No","1_S","5_Otr","No"
"2189","H","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","8_U","No","No","L","Si","Si","No","No","No","No","No","No","No","0","0","2_M","No","No","E","TP","5_2000-2499","5","No","No","4","3","3","3","4","3","No","2_C","4_PcH","No"
"2190","H","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","4_S","No","No","L","Si","No","No","No","No","No","No","Si","Si","0","1","2_M","No","No","E","TP","4_1500-1999","4","Si","Si","5","5","1","4","4","4","No","2_C","4_PcH","Si"
"2191","M","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","2_PI","No","No","L","Si","No","No","No","No","No","No","No","No","0","2","2_M","Si","No","E","TP","4_1500-1999","3","No","Si","5","5","1","3","3","3","No","5_D","1_UNI","No"
"2192","M","3_>=35","E","CCSS","PuP","No","E","E","1_A","E","1_A","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","3_1000-1499","4","Si","Si","4","3","2","4","2","5","No","2_C","4_PcH","Si"
"2193","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","5_B","Si","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","Si","E","TT","2_700-999","3","Si","Si","3","3","3","4","4","4","Si","1_S","3_PsH","Si"
"2194","H","2_30-34","E","CCSS","PuP","No","E","E","2_PI","E","3_PC","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","2_ScH","No"
"2195","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","No","O","No","No","No","No","No","No","No","No","No","0","1","3_A","Si","Si","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","1_UNI","No"
"2196","H","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","L","Si","No","No","Si","No","No","Si","No","Si","0","2","3_A","No","No","E","TP","2_700-999","4","No","Si","3","5","1","1","2","2","Si","1_S","4_PcH","No"
"2197","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","Si","L","Si","No","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","2_700-999","7","No","No","1","5","2","4","4","2","No","1_S","3_PsH","No"
"2198","M","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","Si","No","E","TP","4_1500-1999","3","Si","No","3","4","4","3","5","5","No","1_S","1_UNI","No"
"2199","H","1_<30","E","CCSS","PuP","No","E","E","8_U","E","7_PS","No","No","L","Si","No","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TT","3_1000-1499","3","No","No","5","3","2","3","3","1","No","1_S","2_ScH","No"
"2200","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","L","Si","No","No","No","No","No","No","No","No","0","2","3_A","No","No","E","TP","3_1000-1499","3","Si","Si","5","4","5","5","4","3","No","1_S","3_PsH","Si"
"2201","M","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","4_S","Si","No","L","Si","No","No","No","No","No","Si","No","Si","0","0","2_M","No","No","E","TP","3_1000-1499","4","Si","Si","5","3","1","3","1","1","No","5_D","2_ScH","Si"
"2202","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","5_B","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TT","3_1000-1499","4","Si","Si","5","5","1","5","5","5","Si","1_S","3_PsH","Si"
"2203","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","4_S","Si","No","L","Si","Si","No","No","No","Si","No","No","Si","0","2","1_B","No","Si","E","TT","2_700-999","4","No","No","4","5","4","1","4","4","No","1_S","1_UNI","No"
"2204","H","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","7_PS","Si","Si","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","Si","No","E","TP","5_2000-2499","3","Si","No","2","4","3","4","5","5","No","1_S","5_Otr","No"
"2205","H","1_<30","E","CCSS","PuP","No","E","E","7_PS","E","6_PM","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","3_A","No","No","E","TP","3_1000-1499","3","Si","No","2","5","2","5","5","5","No","1_S","3_PsH","No"
"2206","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","6_PM","No","No","L","No","No","No","Si","No","No","No","No","Si","0","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","2_ScH","No"
"2207","M","1_<30","E","CCSS","PuP","No","E","E","8_U","O","8_U","No","Si","L","Si","Si","No","Si","No","No","No","No","Si","0","2","3_A","Si","No","E","TT","3_1000-1499","4","Si","Si","2","5","3","3","5","5","Si","2_C","4_PcH","Si"
"2208","H","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","4_S","No","No","L","Si","No","No","No","No","No","Si","No","Si","0","1","3_A","Si","No","E","TP","3_1000-1499","4","No","No","4","4","3","5","4","4","No","2_C","4_PcH","No"
"2209","H","2_30-34","E","CCSS","PuP","No","E","E","6_PM","E","4_S","No","No","P","Si","Si","Si","No","No","No","No","No","Si","1","0","1_B","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","2_ScH","No"
"2210","M","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","No","L","Si","Si","Si","No","No","No","Si","No","Si","1","2","2_M","Si","No","E","TT","2_700-999","4","No","No","1","1","1","1","1","1","No","2_C","4_PcH","No"
"2211","M","1_<30","E","CCSS","PuP","No","E","E","8_U","E","6_PM","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","Si","No","E","TP","4_1500-1999","3","Si","Si","3","5","2","4","5","4","No","1_S","5_Otr","Si"
"2212","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","3_PC","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","3_A","No","No","E","TP","3_1000-1499","2","Si","No","2","5","3","5","2","4","No","1_S","2_ScH","No"
"2213","H","1_<30","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","No","No","No","No","No","No","No","0","0","3_A","No","No","E","TP","4_1500-1999","3","Si","Si","2","4","2","4","3","4","No","1_S","3_PsH","Si"
"2214","M","1_<30","E","CCSS","PuP","No","E","E","8_U","E","8_U","Si","Si","L","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TP","4_1500-1999","3","No","Si","3","5","5","5","5","5","No","1_S","3_PsH","No"
