"","SEXO","EDAD","NACIO","RAMA","T_UNIV","DISCA","LUG_RES_PAIS","PAIS_NAC_PADRE","ESTUDIOS_PADRE","PAIS_NAC_MADRE","ESTUDIOS_MADRE","BECA","EXTRANJERO","MOTIVO","VOLVERIA","MISMA_CARRERA","OTRO_GRADO","MASTER","DOCTORADO","EST_ARTIST","CICLO_SUP","CICLO_MED","OTROS_EST","NUM_EST","IDIOMAS","TECH","MV_ESP","MV_FUE","SIT_LABORAL","SIT_PROFESIONAL","TR_SUELDO","FORMAC_TR","RAMA_TR","USO_ESTUD_TR","F_TEOR_TR","F_PRAC_TR","F_IDIOM_TR","F_TECH_TR","F_PERSON_TR","F_GEST_TR","OTRO_TRAB","EST_CIVIL","HOGAR","EMPLEADO_PRODUCTIVO"
"539","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","7_PS","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","Si","No","E","TT","3_1000-1499","3","Si","Si","3","5","4","2","4","3","No","1_S","3_PsH","Si"
"540","M","1_<30","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","Si","No","L","Si","Si","No","Si","No","No","No","No","Si","0","2","3_A","Si","No","E","TP","4_1500-1999","3","Si","Si","5","5","4","4","5","5","No","1_S","4_PcH","Si"
"541","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","5_B","Si","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","Si","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"542","H","2_30-34","E","CCSS","PuP","No","E","E","6_PM","E","4_S","No","No","L","Si","Si","No","No","No","No","Si","No","Si","0","1","2_M","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","5_Otr","No"
"543","H","3_>=35","E","CCSS","PrP","No","E","E","8_U","E","4_S","No","No","P","Si","Si","Si","No","No","No","Si","Si","Si","3","2","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","5","5","5","5","5","No","1_S","1_UNI","Si"
"544","M","3_>=35","E","CCSS","PrP","No","E","E","3_PC","E","3_PC","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","Si","No","E","TT","3_1000-1499","3","Si","Si","4","4","3","4","5","5","No","1_S","5_Otr","Si"
"545","M","3_>=35","E","CCSS","PrV","No","E","E","3_PC","E","3_PC","No","No","O","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","Si","No","E","TT","4_1500-1999","3","No","Si","5","5","5","4","5","4","No","2_C","3_PsH","No"
"546","M","3_>=35","E","CCSS","PrP","Si","E","E","4_S","E","4_S","No","No","L","No","No","Si","No","No","No","No","No","Si","2","1","1_B","Si","No","E","TT","4_1500-1999","2","Si","Si","2","2","3","3","5","5","No","1_S","1_UNI","Si"
"547","H","1_<30","E","CCSS","PuP","No","E","E","8_U","E","7_PS","No","No","O","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","P","4_1500-1999","3","Si","No","5","3","3","3","3","3","No","1_S","3_PsH","No"
"548","H","1_<30","E","CCSS","PuP","No","E","E","1_A","E","3_PC","Si","No","L","Si","No","No","No","No","No","No","No","No","0","2","2_M","No","Si","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","3_PsH","No"
"549","M","1_<30","E","CCSS","PrP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TT","4_1500-1999","3","Si","Si","5","4","5","2","2","2","No","1_S","3_PsH","Si"
"550","M","1_<30","E","CCSS","PrP","No","E","E","7_PS","E","6_PM","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","2","3_A","No","No","E","TP","5_2000-2499","3","Si","Si","5","5","5","5","4","5","No","1_S","3_PsH","Si"
"551","H","2_30-34","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","P","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","No","Si","E","TP","4_1500-1999","3","Si","Si","4","5","4","4","5","4","No","1_S","3_PsH","Si"
"552","M","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","O","Si","Si","Si","No","No","No","No","No","Si","3","1","2_M","Si","Si","E","TP","4_1500-1999","3","Si","Si","4","5","1","4","4","5","No","1_S","1_UNI","Si"
"553","M","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","5_B","Si","Si","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","4","5","2","3","5","5","No","2_C","4_PcH","Si"
"554","H","1_<30","E","CCSS","PrP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","No","No","No","No","No","Si","Si","0","1","2_M","No","No","E","TP","2_700-999","3","Si","Si","4","5","4","4","5","5","No","1_S","4_PcH","Si"
"555","M","1_<30","E","CCSS","PuP","No","O","E","6_PM","E","4_S","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","3_A","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","4_PcH","No"
"556","M","1_<30","E","CCSS","PrP","No","E","E","5_B","E","8_U","Si","No","O","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TT","1_<700","5","Si","Si","4","3","1","1","2","1","Si","1_S","4_PcH","Si"
"557","M","1_<30","E","CCSS","PrP","No","E","E","7_PS","E","7_PS","No","Si","L","No","No","Si","No","No","No","No","No","Si","2","2","1_B","Si","Si","E","TT","5_2000-2499","3","Si","Si","4","5","4","3","5","5","No","1_S","4_PcH","Si"
"558","M","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","O","No","No","No","No","No","No","Si","No","Si","0","0","2_M","No","No","E","TP","3_1000-1499","6","No","No","3","5","4","5","5","5","No","2_C","4_PcH","No"
"559","M","2_30-34","E","CCSS","PrP","No","E","E","8_U","E","8_U","No","No","P","Si","Si","Si","Si","No","No","No","No","Si","1","2","1_B","No","Si","E","TP","4_1500-1999","3","Si","Si","2","5","5","1","4","3","No","1_S","1_UNI","Si"
"560","M","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","8_U","Si","Si","L","Si","Si","No","No","No","No","Si","No","Si","0","2","2_M","No","No","E","TT","4_1500-1999","3","Si","Si","4","5","3","3","5","5","No","1_S","1_UNI","Si"
"561","M","2_30-34","E","CCSS","PrP","No","E","E","5_B","E","5_B","No","No","O","Si","Si","Si","Si","No","No","No","No","Si","1","2","1_B","Si","No","E","TP","4_1500-1999","2","Si","Si","5","4","5","2","4","4","No","1_S","3_PsH","Si"
"562","H","3_>=35","E","CCSS","PrP","No","E","E","4_S","E","4_S","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TT","3_1000-1499","3","Si","Si","4","5","4","5","5","5","No","2_C","4_PcH","Si"
"563","M","3_>=35","E","CCSS","PrV","No","E","E","5_B","E","3_PC","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","5","5","5","5","5","No","2_C","4_PcH","Si"
"564","H","1_<30","E","CCSS","PrP","No","E","E","7_PS","E","8_U","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","1_B","No","No","E","TP","4_1500-1999","3","Si","No","1","4","5","2","3","1","No","1_S","3_PsH","No"
"565","H","1_<30","E","CCSS","PuP","No","E","E","2_PI","E","3_PC","No","Si","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","No","No","E","TT","5_2000-2499","3","Si","Si","4","4","5","4","4","4","No","1_S","1_UNI","Si"
"566","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","6_PM","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","1_B","No","No","E","TP","4_1500-1999","3","Si","No","2","5","5","3","5","5","No","1_S","5_Otr","No"
"567","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","4_S","Si","No","O","Si","Si","No","No","No","No","No","No","No","0","1","3_A","Si","Si","E","TT","4_1500-1999","3","Si","Si","3","5","5","3","5","4","No","1_S","1_UNI","Si"
"568","H","1_<30","E","CCSS","PuP","No","E","E","5_B","E","4_S","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","Si","Si","E","TT","4_1500-1999","3","Si","No","2","3","5","1","5","3","Si","1_S","4_PcH","No"
"569","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","4_S","Si","No","O","No","No","No","No","No","No","No","No","No","0","2","3_A","No","No","E","TP","3_1000-1499","3","No","Si","4","4","1","4","4","4","Si","1_S","5_Otr","No"
"570","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","5_B","No","No","L","Si","Si","No","No","No","No","No","No","No","0","3","2_M","No","No","E","TT","4_1500-1999","3","Si","Si","3","5","3","2","3","3","No","1_S","3_PsH","Si"
"571","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","7_PS","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","Si","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","2_ScH","No"
"572","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","5_B","Si","No","L","No","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","3_1000-1499","5","No","No","4","5","3","5","5","5","No","2_C","3_PsH","No"
"573","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","8_U","Si","Si","P","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","3","3","4","4","4","3","No","1_S","3_PsH","Si"
"574","H","2_30-34","E","CCSS","PrP","No","E","E","7_PS","E","7_PS","Si","Si","O","Si","Si","No","No","No","No","Si","No","Si","0","1","3_A","No","Si","E","TT","4_1500-1999","4","No","No","1","1","1","1","4","3","No","1_S","5_Otr","No"
"575","H","3_>=35","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","O","Si","Si","No","No","No","No","No","No","No","0","1","1_B","No","No","E","TP","2_700-999","3","No","Si","5","5","4","3","4","2","No","1_S","5_Otr","No"
"576","M","3_>=35","E","CCSS","PrV","No","E","E","8_U","E","7_PS","No","No","P","Si","Si","Si","No","No","Si","No","Si","Si","1","1","2_M","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","2_C","4_PcH","No"
"577","H","1_<30","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","Si","No","O","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","Si","E","TT","2_700-999","2","Si","Si","4","4","5","5","5","3","No","1_S","1_UNI","Si"
"578","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","6_PM","Si","No","P","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","Si","Si","E","TP","4_1500-1999","3","Si","Si","5","5","5","2","5","5","No","1_S","3_PsH","Si"
"579","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","6_PM","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","3_A","No","No","E","TP","4_1500-1999","1","Si","Si","5","5","2","5","5","5","No","1_S","1_UNI","Si"
"580","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","6_PM","No","No","L","Si","Si","No","No","No","No","Si","No","Si","0","1","2_M","No","No","E","TT","3_1000-1499","5","No","No","1","1","3","3","4","2","No","1_S","3_PsH","No"
"581","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","6_PM","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TT","2_700-999","3","Si","Si","5","4","3","4","4","4","No","1_S","4_PcH","Si"
"582","M","1_<30","E","CCSS","PuP","No","O","E","3_PC","E","7_PS","Si","No","L","Si","No","No","No","No","No","Si","No","Si","0","2","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","3","5","5","3","5","5","Si","1_S","1_UNI","Si"
"583","M","1_<30","E","CCSS","PrP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","1_B","Si","No","E","TP","4_1500-1999","3","Si","Si","5","5","5","2","4","4","No","2_C","3_PsH","Si"
"584","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","4_S","Si","No","L","No","No","No","Si","No","No","No","No","Si","0","2","1_B","No","No","E","TP","2_700-999","7","No","No","2","3","2","2","2","2","Si","1_S","3_PsH","No"
"585","M","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","5_B","Si","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","1","2_M","Si","No","E","TP","4_1500-1999","3","Si","No","2","4","3","4","5","5","No","2_C","3_PsH","No"
"586","M","2_30-34","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","No","No","L","Si","Si","No","No","No","No","Si","No","Si","0","2","2_M","Si","No","E","TT","2_700-999","3","Si","Si","5","5","2","4","5","4","No","1_S","3_PsH","Si"
"587","M","2_30-34","E","CCSS","PrP","No","E","E","8_U","E","8_U","Si","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","5","4","4","5","5","No","1_S","4_PcH","Si"
"588","H","3_>=35","E","CCSS","PuP","No","E","E","5_B","E","3_PC","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","0","2_M","No","No","E","TP","4_1500-1999","5","No","Si","4","3","1","4","4","4","Si","2_C","4_PcH","No"
"589","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","4_S","Si","Si","O","Si","Si","No","No","No","No","No","No","No","0","2","2_M","Si","No","E","TT","4_1500-1999","3","Si","Si","2","5","5","4","5","5","No","1_S","1_UNI","Si"
"590","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","4_S","Si","No","O","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TT","3_1000-1499","7","No","No","1","5","2","3","4","3","Si","1_S","4_PcH","No"
"591","H","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","5_B","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","2","2","3_A","Si","No","E","TP","4_1500-1999","3","Si","Si","5","5","3","4","5","4","No","1_S","3_PsH","Si"
"592","M","2_30-34","E","CCSS","PrP","No","E","O","6_PM","E","2_PI","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","5","5","2","4","4","No","1_S","3_PsH","Si"
"593","M","2_30-34","E","CCSS","PrP","No","E","E","8_U","E","4_S","No","No","O","Si","Si","Si","Si","No","No","No","No","Si","1","2","2_M","No","No","E","TT","4_1500-1999","3","Si","Si","5","1","5","1","4","4","No","1_S","3_PsH","Si"
"594","H","3_>=35","E","CCSS","PuP","No","E","E","6_PM","E","4_S","No","No","O","Si","Si","No","No","No","No","Si","No","Si","0","1","3_A","No","No","E","TP","4_1500-1999","3","Si","Si","5","2","4","4","5","4","No","1_S","4_PcH","Si"
"595","H","3_>=35","E","CCSS","PrP","No","E","E","8_U","E","8_U","No","No","L","Si","No","Si","No","No","No","No","No","Si","2","2","2_M","Si","No","E","TP","4_1500-1999","3","Si","Si","4","5","5","4","5","5","No","1_S","3_PsH","Si"
"596","H","3_>=35","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","Si","No","L","No","No","No","No","No","No","No","No","No","0","3","3_A","No","No","E","TT","2_700-999","7","No","No","4","4","5","5","4","1","Si","5_D","4_PcH","No"
"597","M","3_>=35","E","CCSS","PuP","No","E","E","6_PM","E","6_PM","No","No","O","Si","Si","No","No","No","No","No","Si","Si","0","2","1_B","Si","No","E","TT","3_1000-1499","5","No","No","5","5","1","5","5","5","Si","1_S","4_PcH","No"
"598","H","1_<30","E","CCSS","PrP","No","E","E","8_U","E","5_B","Si","No","O","Si","Si","No","Si","No","No","No","No","Si","0","1","3_A","No","No","E","TT","4_1500-1999","3","Si","Si","4","4","4","3","2","3","No","1_S","4_PcH","Si"
"599","M","1_<30","E","CCSS","PrP","No","E","E","8_U","E","7_PS","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","2","2_M","Si","Si","E","TT","4_1500-1999","3","Si","Si","5","5","2","2","5","5","No","1_S","1_UNI","Si"
"600","M","1_<30","E","CCSS","PrP","No","E","E","7_PS","E","4_S","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","No","No","E","TT","2_700-999","7","Si","Si","1","2","3","3","4","4","Si","1_S","2_ScH","Si"
"601","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","L","Si","Si","No","Si","Si","No","No","No","Si","0","1","2_M","No","No","E","TT","3_1000-1499","1","Si","Si","5","5","3","5","5","5","No","1_S","3_PsH","Si"
"602","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","6_PM","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","Si","No","E","TT","3_1000-1499","3","Si","Si","5","5","4","4","5","4","No","1_S","5_Otr","Si"
"603","M","1_<30","E","CCSS","PuP","No","E","E","5_B","E","5_B","No","No","L","Si","Si","No","Si","No","No","No","No","Si","0","1","2_M","No","No","E","TT","4_1500-1999","3","Si","Si","1","3","3","4","4","4","No","1_S","3_PsH","Si"
"604","M","1_<30","E","CCSS","PuP","No","E","E","7_PS","E","6_PM","Si","No","L","Si","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TT","4_1500-1999","3","Si","Si","2","3","1","2","3","3","No","1_S","3_PsH","Si"
"605","M","1_<30","E","CCSS","PrP","Si","E","E","8_U","E","7_PS","Si","No","L","Si","No","No","Si","Si","No","No","No","Si","0","2","1_B","No","Si","E","TT","5_2000-2499","1","Si","Si","5","4","2","1","5","5","No","2_C","3_PsH","Si"
"606","H","2_30-34","E","CCSS","PrP","No","E","E","5_B","E","8_U","No","No","O","Si","Si","No","No","No","No","Si","No","Si","0","2","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","3","5","2","4","5","5","No","1_S","3_PsH","Si"
"607","M","2_30-34","E","CCSS","PrP","No","E","E","5_B","E","8_U","No","No","L","Si","Si","No","No","No","No","No","No","No","0","2","2_M","Si","No","E","TP","5_2000-2499","3","Si","Si","5","5","2","4","5","5","No","1_S","3_PsH","Si"
"608","M","2_30-34","E","CCSS","PrV","No","E","E","7_PS","E","7_PS","No","No","O","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","3","4","4","3","5","5","No","2_C","4_PcH","Si"
"609","M","2_30-34","E","CCSS","PuP","No","E","E","6_PM","E","2_PI","Si","No","L","Si","Si","No","No","No","No","Si","No","Si","0","1","1_B","No","No","E","TT","4_1500-1999","3","Si","No","3","5","4","4","5","5","No","1_S","3_PsH","No"
"610","M","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","4_S","No","No","L","Si","No","No","No","No","No","Si","No","Si","0","1","3_A","No","No","E","TT","4_1500-1999","3","Si","Si","4","5","4","5","5","5","No","2_C","3_PsH","Si"
"611","H","1_<30","E","CCSS","PuP","No","E","E","4_S","E","8_U","Si","No","P","Si","Si","No","No","No","No","No","Si","Si","0","2","2_M","No","No","E","TT","3_1000-1499","5","No","No","3","1","2","2","3","2","No","1_S","3_PsH","No"
"612","H","1_<30","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","Si","No","E","TT","4_1500-1999","3","Si","No","2","5","4","4","5","3","No","1_S","4_PcH","No"
"613","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","3_PC","No","No","L","Si","Si","No","No","No","No","No","No","No","0","2","3_A","No","No","E","TT","3_1000-1499","3","Si","No","3","5","5","5","5","5","No","1_S","3_PsH","No"
"614","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","5_B","Si","No","L","Si","No","No","Si","No","No","No","No","Si","0","3","3_A","Si","Si","E","TP","4_1500-1999","2","No","Si","2","5","4","5","5","5","No","1_S","3_PsH","No"
"615","H","2_30-34","O","CCSS","PuP","No","O","E","3_PC","E","3_PC","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","Si","No","E","TP","5_2000-2499","3","Si","Si","5","5","4","5","5","4","No","1_S","5_Otr","Si"
"616","M","2_30-34","E","CCSS","PuP","No","E","E","4_S","E","4_S","No","No","L","Si","Si","No","No","No","No","Si","No","Si","0","1","1_B","No","No","E","TT","4_1500-1999","3","Si","Si","4","5","2","3","5","4","No","1_S","5_Otr","Si"
"617","M","2_30-34","E","CCSS","PuP","No","E","E","4_S","E","5_B","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","4","5","2","3","5","5","No","2_C","4_PcH","Si"
"618","H","3_>=35","E","CCSS","PrV","No","E","E","2_PI","E","3_PC","Si","No","L","Si","Si","Si","No","No","No","No","No","Si","1","2","3_A","Si","No","E","TT","4_1500-1999","3","Si","Si","5","3","5","2","2","4","No","2_C","4_PcH","Si"
"619","M","3_>=35","E","CCSS","PrV","Si","E","E","2_PI","E","3_PC","Si","Si","L","Si","Si","Si","No","No","No","No","No","Si","1","2","2_M","No","No","E","TT","2_700-999","3","No","No","4","4","1","1","3","3","Si","2_C","4_PcH","No"
"620","M","1_<30","E","CCSS","PrP","No","E","E","8_U","E","8_U","No","No","P","Si","No","No","Si","No","No","No","No","Si","0","1","2_M","No","Si","E","TP","4_1500-1999","7","No","Si","1","4","3","1","5","4","No","1_S","4_PcH","No"
"621","M","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","2_PI","No","No","P","Si","Si","No","No","No","No","No","No","No","0","2","1_B","No","Si","E","TP","4_1500-1999","3","Si","Si","5","5","5","1","5","5","No","1_S","3_PsH","Si"
"622","M","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","4_S","Si","No","L","Si","Si","No","No","No","No","No","No","No","0","2","1_B","No","No","E","TT","3_1000-1499","3","Si","Si","3","5","4","4","5","5","No","1_S","2_ScH","Si"
"623","M","2_30-34","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","2","1","2_M","Si","No","E","P","4_1500-1999","3","Si","Si","3","4","3","4","4","4","No","1_S","3_PsH","Si"
"624","M","3_>=35","E","CCSS","PuP","No","E","E","8_U","E","8_U","No","No","O","Si","No","Si","No","No","No","No","No","Si","2","1","1_B","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","3_PsH","No"
"625","M","3_>=35","E","CCSS","PuP","No","E","E","4_S","E","4_S","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","1","2","1_B","Si","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","1_UNI","No"
"626","M","3_>=35","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","No","No","L","Si","Si","Si","No","No","No","No","No","Si","2","1","2_M","No","No","E","P","4_1500-1999","3","Si","Si","2","2","1","3","4","4","No","1_S","1_UNI","Si"
"627","M","3_>=35","E","CCSS","PrP","No","E","E","3_PC","E","3_PC","No","No","L","Si","Si","Si","No","No","No","No","No","Si","3","1","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","3","4","4","4","5","4","No","1_S","3_PsH","Si"
"628","H","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","8_U","Si","No","O","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","4_1500-1999","3","Si","Si","5","4","5","1","4","3","No","1_S","2_ScH","Si"
"629","H","2_30-34","E","CCSS","PrP","No","E","E","6_PM","E","8_U","No","No","L","Si","Si","Si","Si","No","No","No","No","Si","2","1","2_M","Si","No","E","TP","5_2000-2499","3","Si","Si","5","5","5","3","5","4","No","2_C","3_PsH","Si"
"630","M","2_30-34","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","Si","No","L","No","No","No","No","No","No","No","No","No","0","1","1_B","Si","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","5_Otr","No"
"631","H","3_>=35","E","CCSS","PuP","No","E","E","2_PI","E","3_PC","Si","No","O","Si","No","No","No","No","No","No","No","No","0","1","1_B","No","No","E","TP","4_1500-1999","3","No","No","5","4","3","2","4","4","No","2_C","4_PcH","No"
"632","M","3_>=35","E","CCSS","PuP","No","E","E","2_PI","E","2_PI","Si","No","L","Si","Si","No","No","No","No","Si","No","Si","0","2","2_M","No","No","E","TT","2_700-999","3","No","No","3","1","3","1","4","3","Si","4_SE","2_ScH","No"
"633","H","2_30-34","E","CCSS","PuP","No","E","E","4_S","E","2_PI","Si","No","L","No","No","No","No","No","No","No","No","No","0","0","2_M","No","No","E","TP","2_700-999","6","No","No","1","1","1","5","5","5","Si","1_S","3_PsH","No"
"634","M","2_30-34","E","CCSS","PuP","No","E","E","4_S","E","5_B","Si","No","P","Si","Si","No","No","No","No","No","No","No","0","0","2_M","No","No","E","TP","2_700-999","3","No","Si","2","2","4","4","4","4","No","1_S","3_PsH","No"
"635","M","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","5_B","Si","No","O","Si","Si","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TP","3_1000-1499","3","Si","Si","5","5","5","2","4","4","No","2_C","4_PcH","Si"
"636","M","2_30-34","E","CCSS","PuP","No","E","E","8_U","E","6_PM","No","No","L","Si","Si","No","No","No","No","No","No","No","0","2","1_B","No","No","E","TT","3_1000-1499","3","Si","Si","5","5","5","2","4","4","No","1_S","5_Otr","Si"
"637","H","2_30-34","E","CCSS","PuP","No","E","E","8_U","E","7_PS","No","No","L","Si","Si","No","No","No","No","No","No","No","0","2","1_B","Si","No","E","TT","4_1500-1999","3","Si","Si","4","5","2","3","5","5","Si","1_S","4_PcH","Si"
"638","M","3_>=35","E","CCSS","PuP","No","E","E","1_A","E","1_A","Si","No","O","Si","Si","No","No","No","No","Si","No","Si","0","1","2_M","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","2_C","4_PcH","No"
"639","M","3_>=35","E","CCSS","PuP","No","E","E","5_B","E","6_PM","Si","No","L","Si","Si","No","No","No","Si","Si","No","Si","0","1","2_M","No","No","E","TP","5_2000-2499","3","Si","Si","4","5","4","4","5","5","No","1_S","3_PsH","Si"
"640","H","2_30-34","E","CCSS","PuP","No","E","E","8_U","E","5_B","No","No","O","No","No","No","No","No","No","No","No","No","0","1","2_M","No","No","E","TP","3_1000-1499","4","No","No","2","5","1","4","5","4","No","2_C","3_PsH","No"
"641","M","2_30-34","E","CCSS","PuP","No","E","E","3_PC","E","4_S","No","No","L","Si","Si","Si","No","No","No","No","No","Si","1","1","2_M","No","No","I","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","5_Otr","No"
"642","H","1_<30","E","CCSS","PuP","No","E","E","4_S","E","5_B","No","No","L","Si","Si","No","No","No","No","No","No","No","0","1","1_B","No","No","E","TP","4_1500-1999","3","Si","Si","4","5","1","1","5","4","No","1_S","3_PsH","Si"
"643","M","1_<30","E","CCSS","PuP","No","E","E","4_S","E","4_S","Si","No","L","Si","No","No","Si","No","No","Si","No","Si","0","2","2_M","Si","Si","E","TT","2_700-999","7","No","No","1","2","2","2","5","1","Si","1_S","5_Otr","No"
"644","H","2_30-34","E","CCSS","PuP","No","E","E","5_B","E","3_PC","Si","No","L","Si","Si","No","No","No","No","Si","No","Si","0","2","2_M","No","No","E","TP","3_1000-1499","3","No","No","5","5","3","4","5","4","No","1_S","1_UNI","No"
"645","H","1_<30","E","CCSS","PuP","No","E","E","3_PC","E","4_S","Si","No","L","Si","No","Si","No","No","No","No","No","Si","1","1","2_M","No","No","D","D","0_D","0","D","D","0","0","0","0","0","0","D","1_S","5_Otr","No"
"646","H","1_<30","E","CCSS","PuP","No","E","E","6_PM","E","8_U","Si","No","L","Si","No","No","No","No","No","No","No","No","0","2","2_M","No","No","E","TT","3_1000-1499","3","Si","Si","1","5","3","4","4","3","Si","1_S","4_PcH","Si"
